Film,Commentaire,Sentiment
Intouchable,"Un sujet délicat traité d'une manière admirable. Émouvant, attachant, hilarant par les réparties improbables d'Omar Sy, Intouchables est sans conteste sur le podium des meilleurs films de 2011. [spoiler]On remarquera également les plans sans défauts du réalisateur et la prestation de tous les autres acteurs. La banlieue nord qui rejoint les quais de Seine, l'ancien taulard qui s'occupe d'un tétraplégique avec des vannes et un humour qui nous font pleurer de rire du début à la fin, c'est dans Intouchables que ça se passe. [/spoiler",Positif
Intouchable,"euh... Excellent !!! Bonheur, Joie, Vérité... Un excellent film, à voir, pour comprendre la vie, la vraie vie, humaine, tout simplement...",Positif
Intouchable,"Il aura fallu attendre longtemps avant qu'un film français ne me touche. Et voila qu'arrive intouchable...Le film parfait. Aucune fausse note , c'est trés drôle , attachant, émouvant ...Sur un sujet sensible ils ( les réalisateurs ) arrive à évité tout les cliché du genre pour donné vie à cette histoire vrais ...Les acteur est actrices sont parfait , bref le film a voir et à revoir !Chef-d'œuvre !!!",Positif
Intouchable,"Une réussite totale, ce film nous fait passer du rire aux larmes, pour nous laisser sans voix à la fin du film, on personne ne peux rester impassible et insensible à cette histoire. Des très beaux rôles pour Cluset et Sy, qui nous font vivre leurs personnages entièrement. Deux personnes diamétralement opposées sur tous les points qui finissent par être inséparables.La vie quotidienne des personnes tétraplégiques est belles et bien, très difficile, mais comme quoi entourée des personnes qu'il faut, elle peux devenir aussi belle, voir même, meilleure qu'une vie ""normale"".Une très belle morale. Je suis combléLe tout sur un fond de piano absolument merveilleux, j'ai été pris aux tripes tout le long",Positif
Intouchable,juste EXCELLENT !!!!! c'est l'un des meilleurs films que j'ai vu d'habitude j'aime pas les films qui parle de maladie mais là c'était trop bien,Positif
Intouchable,"Après avoir vu cette excellente comédie, je ne peux que confirmer tout ce qui a déjà été dit par la presse, les télés, les sites internet et surtout par les spectateurs, pour une fois d'accord pour louer les qualités du film et des acteurs.Je voudrais juste m'adresser aux quelques déçus qui regrettent de ne pas avoir vu à l'écran un drame social engagé, en leur rappelant qu'on fait quelquefois plus facilement passer un message par l'émotion et par l'humour! Et le phénomène que le film a déclenché en est la preuve.",Positif
Intouchable,"Rien d'autre à dire que ce film est clairement un chef d'oeuvre. Quand je vois la presse qui note ce film 3.7 étoiles, c'est tout bonnement honteux ! Par contre ils vont mettre 4.5 étoiles pour un film très moyen comme ""Qu'est-ce qu'on a fait au Bon Dieu ? "", vraiment, il faut que la presse aille se recoucher, la presse est nulle, faites plutôt confiance aux spectateurs.Pour en revenir à Intouchables, c'est un film profond, touchant, vraiment très drôle et captivant. Super bien rythmé avec en plus un vrai message de tolérance.Film incontournable, 14ème au palmarès mondial des films qui ont font le plus d'entrées, y'a pas photo !",Positif
Intouchable,"Magnifique. Humour, tendresse, sensibilité, tout y est. Il faut être bizare pour ne pas aimer ce film, ou jaloux....!!",Positif
Intouchable,"Film excellent!! Drôle et émouvant, très bons jeux des deux acteurs principaux. A voir absolument, à peine sortie de la salle de cinema j'avais déjà envie de le revoir!! Une perle rare!",Positif
Intouchable,"Ce film est un dès meilleur film français que j'ai pû voir.Il est tellement réel, beau.Il mêle humour, sensiblilité. On voit que l'argent ne fait pas le bonheur. On y apprend tant.Le handicap physique et le handicap social se rencontrent. Deux hommes qui ont de l'humour, des rêves. Une jolie complicité.On rit beaucoup. Très bon scénario, très bons acteurs.A aller voir absolument.",Positif
Intouchable,"Bouleversant, magnifique, drôle, impressionnant, que dire qui n'a pas était déjà sur ce film, acteurs incroyables, des musiques, belles, inspiré d'une histoire vraie comme je les aimes avec La cité de dieu, ce film fait partie de mon top 4 de mes films préférés.",Positif
Intouchable,"très drôle, franchement allez y vous ne regretterez pasle sujet est neuf, ce n'est pas un nième film sur çi ou ça, c frais drôle et émouvant",Positif
Intouchable,"Excellent film, on en a pour son argent ! Aucun siège vide, obligé de reserver sa place, vraiment sympa ! Un succès mérité contrairement à Bienvenue chez les Chti, une comédie sans fondement contrairement à Intouchable. L'histoire est d'autant plus prenante en sachant qu'elle est vrai.",Positif
Intouchable,"LE super film par excellence. Omar et Duvauchelle au top de leur forme, des jeux d'acteurs extra et un scénario captant. A en croire que ceux qui n'ont pas aimé sont des "" je n'aime pas parce que tout le monde aime "". !",Positif
Intouchable,Franchement énorme on ne fait que rigolé du début a la fin et en même temps on est aussi touché par la situation de PHILIPPE,Positif
Intouchable,"Film très humain et touchant ! (J'ai bien aimé le clin d'oeil sur l'art moderne comme quoi on peut arriver à vendre une croûte aux gens par snobisme !)Et puis merci à François Cluzet et Omar Sy, super casting ! Chapeau.",Positif
Intouchable,"J'ai enfin pu voir LE film évènement de cette fin d'année 2011.5ème semaine de diffusion et on a encore du se placer assez proche de l'écran tellement y'avait du monde.Cette effervescence est-elle justifiée ? En un mot : OUI !J'ai beau creuser je ne vois que des détails sur lequel l'attaquer, genre certaines scènes filmes caméra à l'épaule et un très très léger peu avant la fin, mais pour le reste que dire c'est du tout bon.Le scénario est intelligemment construit même si j'ai été surpris par la scène d'intro (qui résume à elle seule le film : touchante et drôle) et sceptique jusqu'à la fin de son utilité.D'ailleurs le film reste rythmé tout au long des 2h (malgré donc un très léger creux vers les 1h30). A chaque fois Intouchable arrive à ressortir des scènes d'une drôlerie efficace après des moments un peu plus dur, ce savant mélange permet de ne pas faire fuir ceux qui craignent les films trop dramatiques.Il faut avouer que jamais on pourrait imaginer autant rire sur un sujet aussi délicat et c'est peut-être cet humour, des fois osé, qui permet de décomplexer la situation ce qui fait qu'à aucun moment on ne se prend de pitié pour le personnage de Cluzet qui souffre pourtant d'un handicape majeur.L'humour d'ailleurs joue sur deux fronts les répliques des fois féroces (mais jamais méchantes) du personnage d'Omar mais aussi de la dualité Banlieue/Bourgeoisie (un peu à l'image de la série ""Le Prince de Bel Air"" j'ai trouvé d'ailleurs), le tout est particulièrement efficace.Ceci est bien sur du fait des acteurs qui assurent un maximum. Nous avons évidemment les rôles secondaires, mais c'est évidemment notre duo qui tient tout le film, est plus encore je dirais que c'est Omar qui permet à ce film de passer au stade au dessus. Peut-être justement car on ne lui connaissait pas ces dons d'acteurs. François Cluzet n'a plus rien à prouver on connait ses talents d'acteurs, on savait qu'il arriverait à rendre crédible son personnage.Mais Omar est ici tellement loin du SAV, et en même temps est-ce étonnant ? Depuis Coluche et Ciao Pantin combien de comiques ont prouvé qu'ils pouvaient être touchants dans des rôles sérieux ? Omar en apporte la preuve supplémentaire.Ce film apporte surtout une dose d'esprit positif bien utile en ce moment, tout évitant le piège du film ""gnangnan"" grâce à son humour féroce.Bref que dire pour conclure ? Un film drôle et touchant à la fois, un scénario bien construit et rythmé, des acteurs au top, une envie de le revoir, c'est logique qu'il soit le film de 2011 et espérons qu'il ne s'arrête pas là car il mérite de se placer dans le top du box office, et en ce qui me concerne il mérite largement de dépasser ""Bienvenue chez les ch'tis"" tant ses qualités sont indéniables.",Positif
Intouchable,Un film parfait! Omar Sy et François Cluzet sont exceptionnels!,Positif
Intouchable,"3,5 étoiles de la presse? Faut changer rapidement de métier.",Positif
Intouchable,"comme dit si bien télé 7 jours dans sa critique ""Finement écrit et magistralement interprété, ""Intouchables"" appartient à ces films rares et précieux qui font du bien,"".Je ne suis pas du tout un cinéphile et je m'excuse de ma possible naïvité mais le dernier qui m'ait fait cet effet est ""le cercle des poètes disparus""",Positif
Intouchable,Un très bon film ! De belles performances de la part des acteurs et surtout une histoire très bien ficelé qu'on ne voit pas le temps passer en regardant ce film.,Positif
Intouchable,"Sans hésiter le meilleur film que j'ai pu voir dans ma vie, toutes catégories confondues... Tout y est : scénario, jeu d'acteurs, musique, humour, début prenant, fin parfaite etc.",Positif
Intouchable,"Alors ce film.Tout d'abord, un chef d'œuvre, on peut le dire. C'est un film magnifiquement bien construit.Je voulais dire quand même que moi, personnellement, j'ai eu du mal à décoller au début. Mais une fois le casting terminé, l'histoire est partie et ce film était vraiment captivant du début jusqu'à la fin.Mélangé entre humour grâce à Omar et mélancolie grâce à F. Cluzet, ce film nous révèle une histoire vrai, d'un homme avec beaucoup de courage et son assistant qui devient son ami au fil de l'histoire, plus qu'un ami.Moi, je conseil ce film. Il est vraiment à voir, on rigole, on est ému, il n'y a pas de temps morts. Pour les passionnés de bons films, celui-ci est le meilleur film Français de l'année, pour moi.",Positif
Intouchable,"Belle surprise de cette année 2011, des émotions tout ça tout ça, bon scénario, bonnes prestations. Un vrai film sur les oppositions sociales, on est d'accord. Mais pitié, remarque en faveur du contexte politique quand même, arrêtez, mais arrêtez de qualifier le personnage d'Omar Sy de "" jeune chômeur de cité"".spoiler:Dans le film, son profil est trentenaire, gros consommateur de beu qui sort de prison et qui n'a qu'un but ultime, celui de tous les assistés, profiteurs du système et qui se foutent des valeurs de ce pays (merci tonton), toucher les assedics.Arrêtons, dans ce principe clairement défini, la propagande gauchiste, à quelques mois des élections présidentielles. Ces pratiques devraient être censurées et remplacées par la VRAIE vérité. Il n'y a absolument aucun mal, aucune haine et aucune violence dans ces propos. Que des reproches. Hormis cela, Omar Sy est époustouflant dans ce registre et François Cluzet, inégalable. Un vrai charisme chez les deux acteurs.",Positif
Intouchable,"Ben pour une fois les critiques unanimes sont un bon indice puisque le film est très efficace ; et je ne chercherai pas la petite bête pour me démarquer en boudant mon plaisir (sinon une affiche du film décevante et un titre mystérieusement innaproprié...apparemment).Très bons dialogues (drôles et justes et surprenants ), très bons acteurs (jusqu'au moindre petit rôle et j'adore Anne Le Ny dans un rôle hyper casse-gueule car très facilement caricaturable) et très bonne réalisation évitant le pathos non-utile grâce à un rythme soutenu, sans temps morts.Bref j'ai passé un excellent moment et j'ai déjà envie de le revoir avant qu'il ne ramasse tous les césars et pourquoi pas un oscar si ""The artist"" n'empêche pas sa sélection...Courez y vite ! Les salles sont pleines de rires et de larmes...",Positif
Intouchable,Un bon film français comme il devrait y en avoir beaucoup plus souvent !,Positif
Intouchable,"""Intouchables"", c'est d'abord arriver à rire avec un sujet grave. C'est également une prise de conscience pour certains. Musiques, répliques, jeu des acteurs, scénario... Tout s'accorde à la perfection pour un résultat incroyable. Et regarder ce film, en gardant à l'esprit que c'est inspiré d'une histoire vraie, c'est... Magnifiquement humain !",Positif
Intouchable,Que du bonheur 😄 !! Les acteurs sont géniaux et le scénario vraiment bien ! Je le recommande à tous,Positif
Intouchable,"Un petit bijou... divertissant, très drôle (certaines répliques deviendront très certainement des répliques cultes), émouvant, une belle leçon de vie (même si l'histoire est romancée) à voir absolument!!!",Positif
Intouchable,"Mon coup de coeur de l'année. Un film à la fois hilarant et émouvant... Omar Sy et Cluzet sont excellents... A voir, revoir, et rerevoir...",Positif
Intouchable,"Émouvant, captivant, touchant, 'Intouchables' nous fait le portrait d'une amitié impensable, entre deux êtres que tout oppose, et qui pourtant, ont tant en commun, le tout sans manquer d'humour, et basé sur une histoire vraie.Un film que je recommande vivement, et qui touchera tout le monde, j'en suis sûr.",Positif
Intouchable,"J'ai juste été bluffé... Un scénario au top, une intrigue qui lie l'émotion et Beaucoup d'humour, on ne s'ennuie pas une seconde grâce à des acteurs au top, Omar pour son humour et François qui joue vraiment très bien son rôle de personne handicapée. Un chef d'oeuvre dans son genre, j'ai été plié en deux durant la moitié du film et croyez-moi j'étais pas le seul dans la salle. Un film à voir et à revoir !",Positif
Intouchable,ExtraExtraExtraExtraExtraExtraExtraExtraOrdinaireC le motA voir a tout prixMeilleur film de l'année,Positif
Intouchable,Un film ou lorsqu'on sort de la salle on est content voir heureux de vivre. Il nous fait partager voir vivre toutes les emotions humaines possibles. Liee l'humour a la tragedie avec une elegance moderne. J'adore!!!,Positif
Intouchable,"Le cinéma français a le vent en poupe cette année (The artist, Polisse, ...). Cette comédie dramatique sublimement écrite, est aussi touchante que drôle. Francois Cluzet est comme toujours impécable, quant à Omar Sy, c'est une prouesse d'acteur. Tellement sincère. Un césar, un césar...",Positif
Intouchable,"Les bonnes critiques entendues au sujet de ce film sont justifiées ! Il est fin, drôle, émouvant, sans cliché, sans lourdeur, il est parfait. Les acteurs sont formidables, le ton est juste, on rit beaucoup, on est ému aussi, c'est juste l'un des meilleurs films de ces derniers temps ! A voir de toute urgence !",Positif
Intouchable,Trés bon film qui résume une vraie histoire d'amitié au delas des clichés.,Positif
Intouchable,"Vraiment un très bon film !! J'ai été bluffée par le travail de François Cluzet mais surtout celui de Omar Sy qui, je trouve, est un très très bon acteur ! On rit, on pleure, ce film est véritablement parfait ! A voir absolument !",Positif
Intouchable,Un film drôle et touchant à la fois les acteur sont parfait il fait partie de mon top 5 de l année 2011,Positif
Intouchable,"Très drôle. Émouvant. Prenant. J'ai pris un pied pas possible ! J'ai chialé, mais qu'est-ce que j'ai rigolé !!!",Positif
Intouchable,"Magnifque! Drole, touchant et bien dosé. Un film qui parle de la relation entre deux hommes d'horizons différents. parle avec légèreté de sujets lourds. A voir absolument.",Positif
Intouchable,"Il y a longtemps que je n'avais pas ri comme ça... ai-je seulement jamais ri comme ça ?... je me demande.... Ce film me réconcilie avec le cinéma français qui peut sortir autre chose que des comédies franchouillardes ou des mauvais remake ou pseudo polar à la James bond mal imités. En 2 films (L'exercice de l'état et celui-ci), j'ai pris une énorme CLAQUE dans la gueule, ce soir c'était une CLAQUE DE RIRE ET D'EMOTION mêlées... ce film, il y aura ceux qui l'auront vu... et ceux qui pleureront à chaudes larmes en le voyant seulement à sa diffusion TV ou en DVD.... donc A NE LOUPER sous aucun prétexte, courrez-y, volez-y, rampez-y... roulez-y (si vous êtes handicapé).... bref, ça serait dommage de RATER une occasion de se faire du bien... ce film devrait d'ailleurs être remboursé par la sécurité sociale... merci Omar et merci François (rôle pas facile de ""tête"", ceux qui l'auront vu comprendront).... ;-)",Positif
Intouchable,"Un film subliment, beaucoup de rire mais aussi beaucoup d'émotions. C'est un des rares films qu'on reverrait sans aucun soucis !Je vous conseille qu'une chose : d'aller le voir !",Positif
Intouchable,"UN hymne à la vie humaniste et drôle, une histoire vraie qui ressemble à un conte de fée: cette amitié entre Philippe, un riche paraplégique et Dris un jeune des banlieues, défaitiste et peu motivé au départ , à qui il donne sa chance en lui proposant ce job pour l'assister dans sa dure vie de tous les jours:deux mondes à l'opposé se rencontrent en un choc bénéfique .Chacun des deux apportent à l'autre, et deviennent un vrai duo, l'un ,. apportant son humour ,sa fraîcheur et son dynamisme ..L'autre, se moquant des préjugés , va donner pleine confiance et redonner de la dignité à un jeune abattu par le système et coincé devant des murs que notre société a encore du mal à faire tomber..a fracturer socialement. ;) on rit souvent pendant ce film , on est touché aussi évidemment .....Si tout les technocrates et les milliardaires fonctionnaient comme Philippe- Françpis Cluzet (quej'adooore d'ailleurs) le monde irait bien mieux ...De même si tous les jeunes des cités étaientprès à faire ce premier pas qu'Omar a fait ; ce serait cool aussi , je suis née dans une 6T , je sais que c'est dur mais je reproche parfois à certains de critiquer trop facilement les riches alors qu'eux sont pareils ils ne pensent qu""à s’enrichir , à s'acheter des BM et se saper avec des fringues chères fabriquer par des gosses en Indonésie : A ce sujet j'avais écrit un ptit slam qui commence par"" Sur le signe Nike , tu glisses comme un crack""""Tu t""plains d'inégalité mais tu la porte à tes pieds""""Des gosses de 10 ans bossent pour tes basks""""Y'a pas d' quoi se prendre pour l'dieu de ta cité""""Ni pour ses pompes te démarquer....""Voilou si vous trouvez ça pas mal les encouragements sont bienvenues , si vous voulez me piquer ces paroles trop tard j'ai déja déposer des droits........!!",Positif
Intouchable,Ça j'appelle ça un très bon film français. Un comédie a mourir de rire avec Omar Sy qui joue tres bien son rôle d'assistant par comme les autres. Quel prestation de Francois Cluzet! il ma vraiment bluffé. Ce film est absolument a voir au plus vite pour ceux qu'il l'on pas encore vu.,Positif
Intouchable,"L'un des gros coups de coeur de cette fin d'année ! Comment la terminer en beauté ? La réponse est là. Fin du film : applaudissement de la salle. Un sans fautes. Le duo Cluzet - Sy fonctionne mais à merveille, on rit aux larmes dès les premières secondes tant le film est prenant. Mais quelle émotion il en dégage alors. Une énorme bouffée d'air frais et de bien être. Intouchables ? Mon oeil ouais...",Positif
Intouchable,"Excellent , le film de l année 2011 , tout les ingrédients sont la. Bref ,Ça fait du bien un film comme ça par les temps qui courent.",Positif
Intouchable,Quelle belle leçon d'humanité ! On en sort pas indemne en voyant ce film. Un duo d'acteurs merveilleux et inoubliable. Un des plus grands films français.,Positif
Intouchable,"EXCELLENT! Toutes mes félicitations à Omar Sy et François Cluzet pour ce film ! Emouvant , drôle , intéressant . Des répliques déjà culte , le sont encore plus désormais (spoiler:Pas de bras , pas de chocolat!)Bilan : Super film que je conseille.",Positif
Intouchable,"Les films français ont rarement l'occasion de prouver un talent pour faire de grandes oeuvres. Exception faite des Choristes, et maintenant, de Intouchables.On n'assiste pas à un blockbuster américain, loin de là. Intouchables n'a pas besoin de ça pour être un excellent film: l'on assiste juste à la rencontre de deux hommes, issus tous deux de milieux sociaux diamétralement opposés, qui apprennent à poser leur regard sur l'autre. Le banlieusard, entouré de racailles de la cité, qui découvre le milieu coloré de la richesse, alors qu'il ne recherchait même pas ce travail d'assistant. Au final, une amitié profonde et sincère qui apprendra à François Cluzet de se ""lâcher"" un peu, tandis que la racaille Omar Sy change à son tour de point de vue sur un art qu'il ne connaissait pas.Les deux acteurs principaux font une très bonne interprétation de leurs rôles respectifs, des plus difficiles considérant qu'il s'agit là d'une histoire on ne peut plus véridique. Deux hommes opposés socialement, et chacun va palier la faiblesse de l'autre. J'applaudis des deux mains pour ce film qui mérite largement ses cinq étoiles, et qui prouve qu'en connaissant bien la personne qui vous aide, celle-ci vous ouvre son coeur. Quand vous avez avec vous un tel ami, qui vous écoute assez pour pouvoir changer sa perception des choses, vous savez qu'ensemble, vous êtes intouchables. Tout simplement superbe.",Positif
Intouchable,"Intouchables l'as-tu vu? Non. Mais t'attends quoi, tiens voilà 8€, les clefs de la xantia et tu reviens me voir seulement après l'avoir vu, sinon…ne reviens pas. Donc, j'y suis allé… Magnifique!",Positif
Intouchable,"J'ai beaucoup aimé ce film au cinéma il était drôle , mais à la fois touchant c'est un très beau film à voir !",Positif
Intouchable,"Un chef d'oeuvre ! Humour, Rires, Larmes...tout ce qu'il faut pour nous faire aimer le cinéma ! Merci à eux d'avoir retranscrit une histoire aussi forte et émouvante. Chapeau !",Positif
Intouchable,La comédie de l'année et de plus émouvante ! Le duo fonctionne à merveille ! Bravo.,Positif
Intouchable,"Drole, emouvant, imprevisible : parfait en tout point. Un des meilleurs film francais depuis bien longtemps.",Positif
Intouchable,"Très touchant, Magnifique. Omar Sy est tout a fait dans son rôle.Rien a ajouter, a voir absolument !",Positif
Intouchable,"Ce film est la petite bombe de l'année, des acteurs excellents et attachants. Le scénario ne tombe pas dans le cliché les banlieues. On se marre pendant 2h, c'est émouvant et c'est beau, quel bon film !",Positif
Intouchable,"Alors pour ceux qui ne l'ont pas encore vu, n'hésitez plus courez. Ne pas se fiez à toutes les mauvaises critiques et qui disent que le film est clichés ce que je n'ai vraiment pas trouvé. Si décrire la réalité de manière assez réaliste est cliché, alors oui ça l'est. Sinon sur le film, à la base j'étais sceptique, juste que bon voilà on peut se dire que c'est l'énième film du genre, mais quand on va voir intouchables, ce film donne comme un coup de fouet dès les premières minutes, vous sentez que vous allez aimer. Le film est rythmé, sans temps mort, la musique sur la scène d'intro donne le ton. On va rire même si le sujet abordé ne l'est pas, mais cette confrontation de deux monde, tiré d'une histoire vraie, même s'il l'est enjolivé au cinéma, est juste un régal. Rien n'est lourd, le film est tantôt touchant, tantôt à mourir de rire. Bref, ça mérite un visionnage voire deux parce qu'il est vraiment génial.",Positif
Intouchable,"Après avoir entendu parler de ce film pendant deux mois, je n'ai vraiment pas été déçu. Les acteurs jouent finement, et le film est agréable et drôle de bout en bout.",Positif
Intouchable,Je met la même note que tous les autres internautes !On rie beaucoup. Le film a trouvé le juste milieu entre la comédie et le drame.,Positif
Intouchable,"Une histoire simple comme les français les aiment , de l'humour , de l'amour c'est ce que je retiendrait de ce filme .",Positif
Intouchable,Le meilleur film français de tout les temps ! Touchant et drôle... à ne pas manquer !,Positif
Intouchable,"Excellent film, un des meilleurs film français de ces dernières années.Beau jeu d'acteur, humour mélangé avec de la poésie.",Positif
Intouchable,Voila comment dire. Oui intouchable est belle est bien la preuve que le cinéma français n'est pas mort. Un jeu d'acteur magnifique Omar Sy dans un rôle dont on ne le verrait pas a la normale. Film très touchant. Je le conseil fortement.,Positif
Intouchable,"un film très drôle, parfois touchant mais sans faire dans la surenchère de sentiments. une bo exceptionnelle de ludovico einaudi (le compositeur que la très belle pub l'internet d'orange). un des trop rares films qui vaillent la peine de payer sa place de ciné.",Positif
Intouchable,"magnifique ! Rire et larmes beaucoup d'émotion tout au long du film, à voir et revoir sans s'en lasser. le DVD sortira le 28 mars et je l'acheterais sans hésiter.",Positif
Intouchable,"Le meilleur film français depuis bien longtemps. De la bombe qui réveille les français pour remplir toute une salle à la première séance en ce samedi matin. On n'a passe pas du rire aux larmes comme le signale la critique mais du rire au rire et c'est bon et merveilleux en ce we pourrit !!! J'ai adoré cette formidable rencontre entre deux mondes et deux hommes diamétralement opposés et l'amitié qui en ressort. La musique aussi claque entre le classic et le moderne ou :p Pour tous à voir d'urgence car il explose le box office et détrône de loin ""The Artist""",Positif
Intouchable,Un grand moment de cinéma. Une comédie interprétée par un duo de choc. François Cluzet est excellent (comme à son habitude). Omar est un acteur magique et attachant.,Positif
Intouchable,"Ce film est juste exceptionnel. Il navigue entre le rire et l'émotion et il le fait très bien! On ne s'ennuie pas une seconde et le duo Cluzet/Sy fonctionne à merveille. ""Intouchables"" n'est pas une comédie comme les autres.On s'en rend compte dès la première scène du film.Eric Toledano et Olivier Nakache rythme très bien le tout. Accompagné par une Bande Original incroyable de Ludovico Einaudi, ce film est pour ma part le film de l'année.",Positif
Intouchable,"Un sujet difficile à traiter et, au final, un film magnifique, très drôle, très émouvant et terriblement humain. Ce film nous met la banane et la pêche et est porté par un duo extraordinaire qui fera date dans l'histoire du cinéma (Omar Sy génial et François Cluzet grandiose comme à son habitude) ! Je suis projectionniste et je peux vous dire que c'est la première fois que je vois les gens applaudir systématiquement à la fin de chaque séance (souvent complète d'ailleurs) ! Je conseille ce film à tout le monde !",Positif
Intouchable,"J'y suis allé sans conviction.Verdict :François Cluzet est époustouflant.Omar Sy est très bon acteur, naturel et attachant.Le film est léger.On rit tout le long. On pleure à certain moments.C'est un chef-d'oeuvre ! Vraiment !A voir d'urgence.",Positif
Intouchable,"Pour faire original, j'ai beaucoup aimé ce film. Comme quoi, les films français, avec un budget plus respectable peuvent nous amener quelques bonnes surprises. Bienvenue nous l'avait déjà prouvé. Intouchables apporte en plus un scénario.",Positif
Intouchable,"Intouchable est pour moi l un des meilleurs films francais de tout les temps, à la fois touchant et drôle!!",Positif
Intouchable,"Excellent !Applaudissements à la fin, ce qui est très rare, et ils sont mérités. Un film touchant et très juste, plein de rires et d'émotion.",Positif
Intouchable,"Très bon film , Intouchables m'a beaucoup fait rire j'ai passé un agréable bon moment , c'est si rare de nos jours quand on voit certain film ... ! les acteurs sont excellents.Je conseille , il en vaut vraiment la peine !!!!!",Positif
Intouchable,Un film a ne surtout pas raté. Très très bon moment.,Positif
Intouchable,"Excellent film a voir a tout prix ,a mourir de rire et aussi une très belle histoire d'amitié entre deux homme que tout oppose. On salue également la très belle interprétation d'Omar Sy.",Positif
Intouchable,"Intouchables fait parti de ces incontournables des films français. Une histoire assez dure agrémenté d'humour mais sans jamais tomber dans la grossièreté ou l’excès.Les musiques s'accordent bien au thème, merveilleuses compositions de Ludovico Einaudi.Un léger point qu'on pourrait reprocher à ce film : son côté un peu trop ""conte de fée"".",Positif
Intouchable,"c'est un vrai plaisir à voir et même à revoir, en plus les gags ne sont pas dans la bande annonce, on les découvre tout au long du film. un vrai jeu d'acteur, avec de la tendresse. BRAVO",Positif
Intouchable,"J'étais venu voir une bonne comédie mais c'est à un chef d'oeuvre du cinema Français auquel j'ai eu droit avec du rire mais également des scènes tragiques qui ne peuvent pas vous laisser indifférent! Francois Cluzet au top de son art et un Omar Sy qui est juste une révélation dans un rôle déchirant!! Omar fonctionne évidemment bien dans les passages de comédie mais quand le rire s'efface pour laisser place à la performance dramatique... Omar est juste bluffant, poignant... L'histoire est magnifique... L'approche du handicap par l'humour est sèche mais tellement vraie: elle fonctionne superbement bien...Un film qui va faire énormément parler de lui! Une des meilleures comédies dramatique qui m'ait été donné de voir.... Grand film à ne manquer sous aucun prétexte!!!",Positif
Intouchable,"Magnifique interprétation de deux brillants acteurs, reprenant l'histoire (réelle!) d'un milliardaire paralysé, et d'un jeune banlieusard, qui cherche sa place dans la société.François Cluzet est toujours aussi excellent, et Omar Sy... Que dire, on est bien loin de son rôle (un peu minable à mon goût) dans le SAV des émissions... Il nous livre ici un jeu d'acteur drôle et touchant, époustouflant de justesse.On assiste pendant 1h30 à un film qui allie humour et émotion, pour une très belle leçon de vie, d'humanité, et de respect.A ne surtout pas manquer, je pense qu'il restera dans les mémoires un bon nombres d'années.",Positif
Intouchable,"Excellent film français!! Un pur moment de bonne humeur, d'humour et d'émotion! A voir absolument!",Positif
Intouchable,"Franchement, j'ai rien a redire dessus. Le film est drôle et touchant à la fois. La musique est tout simplement génial et elle est totalement adaptée. Les acteurs sont parfaits, des deux rôles principaux aux rôles secondaires. L'humour est intelligent et super bien amené, y'a rien de lourd. L'histoire est tout juste magique, on se sent bien à la fin du film! Un coup de génie de raconter cette histoire incroyable. Bref, il FAUT le voir!",Positif
Intouchable,"Un sans fautes, réalisation magnifique, interprétation superbe, un film touchant et marrant. à ne surtout pas louper !",Positif
Intouchable,"Peut être pas le film de l'année, mais certainement le film du moi en tout cas ! Fan de Eric & Oliver depuis leur tout premier court métrage, je suis vraiment fier de voir où ils sont arriver désormais: Un grand film, de bonnes critiques, un record d'entrées en salles... C'est le film qui va permettre également de placer les deux réalisateurs et leur petit protégé Omar Sy sur les marches de la gloire.Le film est sympa, touchant, intelligent, mais il est surtout tres drole. Oh mon dieu ce qu'on ris dans ce film. Du comique toute les 5 secondes. Et si ce n'est pas de la comédie, c'est du tragique. C'est beau, c'est propre, c'est bien fait et bien jouer.Allez y pour les rares qui ne l'ont pas vu, c'est juste incroyable.",Positif
Intouchable,"Comment dire.... Ce film est juste.... SUPERBE !!!!Tout est parfait dans ce film ! Les dialogues sont simple et très très efficaces, c'est à mourir de rire, et même touchant. Ce choc des cultures et magnifiquement bien mis en scène et superbement bien joué par François Cluzet et Omar Sy !!Tout est bon, rien n'est à jeter dans ce film....Je dis bravo et merci pour ce moment de cinéma. Si vous devez vous payer une place de cinéma, c'est pour ce film !",Positif
Intouchable,"Excellent film !!!!!!!!!!!!!!Avec un casting de choix, des acteurs incroyables, un scénario touchant et bien écrit, de l'humour à revendre, et encore bien d'autres choses.Ce film restera de même INTOUCHABLES aux mauvaises critiques de personnes dénuées d'humour et de sensibilités.",Positif
Intouchable,"Simplement génial, le duo est éblouissant, je n'ai jamais autant ri devant un film! Le film français qu'on attendait depuis logtemps, a voir absolument...",Positif
Intouchable,"Sans conteste le plus beau film que j'ai vu cette année !!On ne passe pas 5min sans exploser de rire, sur fond d'une histoire pourtant particulièrement touchante et grave.Vous ne l'avez pas vu, et bien allez-y !!!",Positif
Intouchable,je n'avais pas ri autant depuis longtemps devant un film ! Merci pour ce moment de détente ! Le duo fonctionne bien !,Positif
Intouchable,"Oui, oui, oui et mille fois Oui! Ce film atteint donc mon podium des films de l'année 2011, félicitations au duo d'acteurs pour ce film plein de compassion et d'humanité, ou comment le rire nous fait passer le plus tolérant des messages de la plus belle des façons.Mon avis complet sur croquemovies.blogpsot.com !",Positif
Intouchable,Un super film. Mention spéciale a la scène de l'opéra... crise de rire et mal aux abdos. C'est un très très beau film,Positif
